player,LIV_Player,year_month,year,answer_length,PGA,LIV,relevant,question,reply_sentence,LIV_CHANGE
jon rahm,1,2022-03,2022,95,1,0,1,why not,you can't be playing a wolf tournament out here i really have no idea how you'd do the prize and things like that and i think it would be a little bit too hectic if we're playing wolf and hammer and different games out there but i think more dual events could be really fun i think if it ever happened where you've got pga tour and lpga tour players together could be really cool just legal things that could make the game a little bit better and grow the game out a little bit,0
jon rahm,1,2022-03,2022,147,1,0,1,i'd vote for a wolf tournament but that's just me after you won the u s open at torrey pines last year did you feel like you cracked a code or is there a code for winning major championships and also what do you know about southern hills where the pga is going to be here in about a month,i wish there was a code i wish because at this point i feel like we would all know it but if there is a code it's personal to each own no i mean winning a major championship is difficult but i think getting it done gives you a little bit of that experience and belief that you have nothing to prove in that regard you just need to go out there and do what you have to do southern hills i know very little about never been there before so i'm excited to see it i've heard great things about the golf course i know it's a challenge hopefully it's not as hot as it was last time in ' which it shouldn't be because we're not going to be there in august and just looking forward to it i couldn't tell you anything about it,0
jon rahm,1,2022-03,2022,192,1,0,1,you were saying how much you're able now once you finish a round probably because of kepa probably because of another baby soon again you're able to forget about it and be present and kind of not bring any trauma or whatever from the round does it help you now approach any new tournament like the players this week like a completely new tournament and being in the moment and not having anything from the past that bothers you,it's hard it's hard to see honestly i think i saw some news that they might be targeting or not but they're bombing schools in ukraine which to me is absolutely ludicrous i don't know what goes through a human being's mind to be doing that at this day and age really i don't know i can't rationalize it in my head but it's happening and hopefully they can find a solution soon but it's sad honestly it's really sad those people in ukraine right now need help because through no fault of their own they're going through what they're going through luckily the pga tour and some of the golf industries are working on something to support that which i think a lot of us might jump on but hoping they can find at least a way to maneuver it because it's a lot of innocent people that shouldn't be going through this nobody should but i really am at a loss for words every time i think about it because i can't believe it honestly i have a hard time believing what goes through putin's mind to be doing this,0
jon rahm,1,2022-03,2022,231,0,1,1,and jack and tiger,my curfew was so i didn't get to watch much that was my thing i can't tell you how many and my parents were strict with it the only time i could miss it was to watch the first half of a soccer game that started at p m so i could get almost to to watch our soccer team that was the only time i could miss it i remember when tiger made the chip in in ' i begged my parents to stay up nope you're going to school tomorrow you can't stay up i didn't really watch that much when i was in the u s i watched the open championship a lot on the weekends i would watch a little bit more saturday but not that much honestly it's tough to even remember it just because of that i had to be to sleep so early i didn't have the time to do it there was a nine hour time difference six hour difference with florida so it was p m here and they were barely getting started but the players has always been a great event obviously i watched the majors a lot of the european events and the wgcs all the big events are big worldwide so obviously this one was very high up there even though i never got to watch it finish live,0
jon rahm,1,2022-02,2022,172,1,0,1,going through the tunnel there to it's kind of sensory overload especially considering phoenix had never actually been to a golf tournament before what did you kind of tell him to calm him down and keep him from losing consciousness,well there is nothing i can tell him to get him ready for that it's impossible i mean i still get nervous and i still don't know what to do to get ready for it the only thing i told him is like listen there is going to be a lot of people screaming enjoy it enjoy it as much as you can it's going to be very intimidating i don't know if having the loud music helped or not you can't hear the crowd as much but i'm pretty sure he had a lot of fun obviously it's easy to freeze in the moment right it's hard to take it all in looked like he had a lot of fun he was able to make that birdie tap in in i told him his first birdie on the pga tour not many year olds can say that he seemed to have a lot of fun that was the goal today he definitely has a story to tell on monday in school,0
jon rahm,1,2022-02,2022,166,0,1,1,playing a lot of golf in scottsdale in general when you're on this course does it feel similar to silverleaf or anywhere else around here does it feel kind of home,yes and no because most courses won't be able to achieve the firmness that this golf course can achieve especially with the weather we have had these greens are firm and firmer than usual you're used to playing desert golf and i think the altitude just living here i'm used to how far the ball goes which can be a challenge for some people but you know it's hard to get used to how firm and fast the greens are right i play in silverleaf a lot the greens are just as fast but they're definitely not as firm that's something you can only accomplish here plus each course is a little bit different right everybody says it tends to break towards the valley but each green is a little bit different some things you learn only by playing a golf course enough times one of the reasons i have done well is because i feel like i have a bit of the home field advantage,0
jon rahm,1,2022-02,2022,103,1,0,1,as a leader on tour no player in the world i wanted to ask your thoughts on phil mickelson's comments last week about the pga tour and what he deems to be obnoxious greed,listen i try to stay away from those things i'm here to play golf and that's about it phil has been on tour for a very long time and i'm not here to judge anybody right phil said what he said that's it he's still a great friend of mine i don't know why he said what he said or why he said how he said it but all i can say is i support him as a friend yet i don't agree with everything he said i'm years old i can count myself pretty lucky to be where i'm at in life,0
jon rahm,1,2022-02,2022,165,0,1,1,asu has produced a lot of great players they have got another one in preston summerhays i wonder if you have met him and if you see any similarities between his career and your career,i've played quite a bit with him actually they live in silverleaf me preston and tony finau have played quite a few rounds of golf i'm sure a lot of people saw when us three played together tony shot what people don't know is that preston was under through that day he's definitely a very talented player he's only a freshman in college right still has like his whole college career ahead of him do i see similarities so far no we grew up in very different environments he has a very different personality to what i have the one thing i can say you know maybe both at this point in age we are both talented golfers and he definitely is an amazing golfer and has what it takes has the tools and the determination to be out here not only be out here but be one of the best in the world i wouldn't be surprised if we see him out here soon,0
jon rahm,1,2022-02,2022,424,1,1,1,i know dj is walking with you this week how would you describe your relationship with him,great friendship you know when i first heard about what he did and what he stood for it was actually very smart of him he befriended kelley before me right she explained what dj did i seen him on the course but i didn't really know what he was working on every time he was out there i thought it was such a cool concept that as soon as i could i jumped on his team and got to meet him got to spend some time with him i think we got really close a few years ago in hawaii he was walking for somebody else in maui but we met each day at the bar that bar they had at the ritz in the lobby and we were watching college football and just hanging out came to realize how cool of a person he is and how amazing it is that somebody that was born with such a condition turns it all around and becomes such an inspiration not only for myself but to many people in this world right since the guy has walked more golf holes than i have played than most people have played actually almost double on the pga tour travels weeks out of weeks a year and is really committed to what he does and helping people out especially helping people with needs it's really really incredible really remarkable people like that like i said are very inspirational they inspire me to be a better person as a father now he could be such a great example for my son right he was born perfect had a great delivery blond blue eyes good looking has it all already to be around people like dj can put perspective in life and realize how lucky he is to be in the situation he's going to be growing up like i said me as well i'm very fortunate to call him a friend because the best thing about him is excuse my language if he needs to call you a shit head he will call you a shit head which is amazing it's one of the greatest things about him he doesn't care what you've done how much you've accomplished he cares who you are as a person that's the beauty about him i can't say enough nice things about him that's why he's a great friend of mine and hopefully he can walk with me and follow me many more tournaments and hopefully we can keep contributing to the foundation,0
jon rahm,1,2022-01,2022,101,1,1,1,MODERATOR,yes it's great to be back i haven't played the last few years because it hasn't fit the schedule and i believe last year was i had to pull out because of a bit of a back injury but i'm happy to be back it's a place i've been coming to for a very long time played in college played the nicklaus course a couple times in college and played one of the other pga courses as well so i feel comfortable i live in the desert so i always look forward to coming here and hopefully having a good week,0
jon rahm,1,2022-01,2022,147,0,1,1,to go more into that the importance of starting here starting well a place where you're comfortable what do you feel like that does for your game as the season progress obviously trying to win another championship,well i think i mentioned it earlier as well right we all put new stuff in the bag early on the year we all trying to improve as players i think it's key to get off a good start in that sense coming to courses and tournaments where i'm comfortable on is only going to help so i think that's one of the reasons but the main thing is because i come out here believing i can win each one of those events and that's the goal luckily for me it's no more than a short flight or a not the longest drive to come to these events so it's again like i said it's where i feel comfortable i spent a lot of time in california because of callaway and my swing coach dave phillips and obviously i live in arizona so it just makes sense,0
jon rahm,1,2022-01,2022,172,1,0,1,MODERATOR,well you have all the champions of the year at least most of them and you're competing against winners not that you're not throughout the year but even though it's a smaller field it's very competitive because of that you're playing against the best who have won so it's always a task to win here and it would be a great honor to be able to win then having fans is great it's a tough golf course to get people out to just because if you make it to the th green out here that means you're in great shape because this slope is no joke but there are some holes like green where they always have some stands a couple of the holes where they create a certain atmosphere and you miss it not having fans you do miss it so i'm glad we're back in maui and i'm glad we have spectators and i'm glad maui can show their support of the pga tour and us and enjoy the week,0
jon rahm,1,2021-08,2021,128,0,1,1,have you thought about what you would do with if you were to win it,save it and invest it responsibly unlike any other year old ever said i said it before we get this question every time i've been very fortunate that at my young age i make more money than i ever thought i could make i've never done this for the money but obviously it's an amazing bonus and even already i can already afford a great life for my family and the future of my family so if i haven't bought anything extravagant yet like yeah we live in a very nice house and we have some nice cars but nothing out of the very ordinary i can't really think of it nothing that would like surprise anybody or raise any eyebrows to be honest nothing that's that special,0
jon rahm,1,2021-08,2021,90,1,0,1,MODERATOR,yeah i am i'm confident to be fair i'm still a little thinking about what i could have done better already yesterday right it's still very fresh but looking forward to this week i've heard great things about the golf course i haven't been out there yet because i just got here so i'm looking at the pictures i can see around me and it looks like it's going to be a challenging one so i'm excited to get out there and hopefully make this my first pga tour defense,0
jon rahm,1,2021-08,2021,157,1,0,1,MODERATOR,well typically the venues we've played and the part of the country we play on is usually a type of golf that i like we're talking about tree lined we're talking bentgrass we're talking high rough and ball striking right so i think that is what kind of resonates with me in this event especially last year last year was a u s open let's just be honest about that and be fair that event was a u s open with a man field yeah definitely the type of golf i enjoy so looking forward to keeping it going plus the top players right it's the week before east lake so i think we're all trying to get into form right before our very last big event it's definitely something that i have in mind and like i said i can't help to think that i hope i make this my first defense on the pga tour,0
jon rahm,1,2021-08,2021,307,0,1,1,when it comes to caves valley what do you know about it being recognized around the world it's a new venue obviously to you guys but what about the reputation,you know he's a great guy he's gone through a lot and as an athlete he's somebody to look up to very easily when you're the greatest olympian of all time you definitely have a couple tricks up your sleeve a couple good moments of wisdom in that sense you've got to also understand golf and swimming are very different very different sports and i'm not going to disclose too much on what i've asked him golf wise but he has helped me a lot he has texted me every once in a while when i'm doing good or bad the last thing we talked about is trying to figure out how to play in the pro am together and that's about it you know he's been very open to my questions any time i have a question about anything he would respond the one i can talk about or that i'm willing to talk about was mainly when kepa was born he texted me right away because he was in colorado when his first child was born and he flew back for the delivery and then two days later he had to get back to keep training for the olympics he knows how hard it is to be there and then right after that gone i have to go train and not see him he did help me out with that that's not an easy feeling it wasn't the easiest thing to do even if it's the masters i really did not want to leave that room but he helped me out with that you know at the same time he's a great friend great guy to be around trying to become a good golfer and that's about it when it comes to the advice he's given me yeah i'm going to keep that for myself,0
jon rahm,1,2021-08,2021,110,1,0,1,have you ever liked it,i don't like that at all no i think you have the playoffs itself and win the first two and if you don't play good on the last one you don't you can end up with a really bad finish i don't like it i understand the system and the way i was told by one of the pga tour officials i'm a patriots fan and the patriots win the super bowl win everything and get to the super bowl and they don't win the super bowl you don't win the lombardi trophy right my answer was they still finished second they have to understand golf is a little different,0
jon rahm,1,2021-08,2021,21,1,0,1,what is your favorite ryder cup youtube moment,it's too many i still want to see i believe it was the ryder cup was there one at pga national,0
jon rahm,1,2021-08,2021,285,1,1,1,good morning jon it's obviously been a great summer for you success wise but kind of an odd one too with all that's going on off the course i'm just curious we haven't talk to you since the olympics can you tell us what happened and can you tell us what they told you because that situation was just so unusual,well the one thing i can say this was a little harder to digest than memorial because i've done everything the system tells me to do i got all my negatives first one on thursday negative friday negative saturday i get my first positive and then they tested me again that same day and i apparently was positive again then i got tested the next two days one was the saliva test one was pcr both negative got an antibody test done so blood test and i had the antibodies so i can't really explain what in the world happened i don't know if it's false positives or just what i had leftover from when i had covid just dead cells that were in there that we all know can happen there's a reason why the pga tour won't test you for a while after you've had covid so it's unfortunate and i understand it's a weird case because i tested negative so quickly and tested negative and tested negative all throughout the uk and i get here and the test is positive it really is unfortunate it sucked because i wanted to represent spain i wanted to play that one i wanted to hopefully give spain a medal i was wishing for a gold medal but just being part of that medal count for the country would have been huge it was more devastating in that sense i was more in the mindset of playing for them more than me still makes me a little sad i'm not going to lie i'm going to have to wait three more years hopefully to qualify for the olympics but i was really ready for this one,0
jon rahm,1,2021-08,2021,260,0,1,1,i take it you didn't feel ill after this one and also you kind of touched on it there but you handled this pretty well but obviously it's got to be incredibly frustrating,well i wasn't ill i can guarantee you i didn't have covid this time not at all i had five tests done four of them were negative one was positive that first time i did have covid barely any symptoms but i had it this time i had nothing listen it is what it is that's the only thing i can say it is really unfortunate it's too bad it was so late for us to watch it because we were playing at in the morning so i'm not going to lie i didn't stay up and watch the whole thing you know again it is frustrating i can't really explain it because like i said it's the unfortunate part of the times we're living i did everything i was supposed to do and i still didn't get the chance to go hopefully i don't have to deal with any of that ever again hopefully covid related and i can just keep playing golf and doing what i love and contend for tournaments but at the same time like i've said it's a reminder of the times we live in it is a serious disease the consequences can be big and i know not firsthand but i know people who have been close to me to suffer them that's why i don't take it lightly and that's why every day i'm still thankful that even then when i had it everyone around me in my family was okay and didn't get it so that's a positive side out of it,0
jon rahm,1,2021-07,2021,275,0,1,1,just wondering with the olympics coming up obviously a number of top players have decided not to play you have stated that you are very thrilled to play in the olympics can you say a little bit about why you chose to play in the olympics and why you think that many people opted out of it,i mean i can't speak for other people so i don't know why they're opting out of it you'd have to ask them i'm not going to speak for them in my case i've been really fortunate enough to represent spain at every level as an amateur since i was years old i've been able to win many team events representing spain worldwide once you turn professional you don't really get that chance you get a little bit of the ryder cup but it's not the same thing as the olympics or a world cup maybe to be able to have that chance as a pro something that up until four or five years ago was not even a possibility to me it was something i would never doubt you get the chance to call yourself an olympian which is only a very select group of people in history that can call themselves that and if you were to get a medal especially a gold medal you're even more of a select group right especially in golf i mean last time was early in the s when golf was in the olympics up until justin rose right in recent memory you would be the second one with a gold medal which to me it's very very enticing so yeah even though i can't go watch other sporting events and support my countrymen and my friends we're all going to be there and i would say in spirit not physically but to me it's a great opportunity so it would be a great great moment for me if i could deliver a gold medal for spain,0
jon rahm,1,2021-06,2021,164,1,0,1,MODERATOR,sounds good i don't know how else to say it i'm still a little bit on golf mode right i feel like when i'm in that mode it takes me a while to get out of it it probably won't happen tonight it might happen tomorrow i don't know at some point it will hit me i'm still thinking there might be a playoff i've been scarred before it's incredible that i'm sitting next to this trophy a couple weeks ago i watched my good friend phil win it not this one but win the pga and i took a lot of inspiration from that i've been close before and i just knew on a sunday the way i have been playing the last few majors i just had to be close i knew i could get it done i'm keeping that good sunday mojo going man i got it done in a fashion that apparently can only happen to me at torrey pines,0
jon rahm,1,2021-06,2021,213,1,0,1,MODERATOR,yes if you follow golf i feel like you've heard it a million times how much i love this place it's been my favorite city for a long time it was my wife's favorite city before we ever met and she used to come stay at this hilton before they knew what golf was pretty much getting my first pga tour win here the way i did with my dad watching i was really happy my dad was here at that time as a father on my first father's day with my dad here to get this one done the way i did on top of that you add the fact that we got engaged here as well and i have a very happy life i can say i'm extremely happy off the golf course but this one might steal the show for a couple of days this one is very very incredible very hard to believe that this story can round up and end up so good it almost feels like it's a movie that's about to end and i'm going to wake up soon with the setback i had a couple of weeks ago to end up like this it's incredible i do love torrey pines and torrey pines loves me,0
jon rahm,1,2021-06,2021,288,1,0,1,you mentioned phil a minute ago he had as much if not more talent than you when he turned pro it took him until he was to win his first major i know you're you're still young is there any part of you this being such a funny game that's not pressing but thinking more and more about it as you came to each major,no it's funny how it's very easy to think oh well only majors count like it's easy to win a major golf tournament i mean it's not easy that's why only a select group of people do it i feel like coming in here without having practiced much relaxed me a little bit i thought you know what in case i play bad i have an excuse i have a bailout in case i can convince myself hey i had covid but i feel like it relaxed me a little bit and ever since the sunday at the pga i felt a bit of a shift on the golf course mentally i still had that grit but almost like each miss bothered me less i couldn't tell you why i believe it's because i really set out myself to be an example for my son that he would be proud of and i've done some stuff in the past on the golf course that i'm not proud of and i wish i could eliminate it but i've accepted it i'm not saying it's going to be smooth sailing until the end but i feel like that sunday of the pga changed things a little bit my mental game was really good and it was the same thing at memorial mentally i was really really well and that's what allowed me to play such good golf it followed into this week in the past i've gotten frustrated in the u s open i've made a lot of birdies and a ton of bogeys and double bogeys and i was able to kind of switch it up this week and actually made more birdies than bogeys and get it done,0
jon rahm,1,2021-06,2021,187,1,0,1,now that you're at this point can you describe what the process has been like of getting your temperament to match your talent,i've said it before i know it's hard to believe but there's been a steady progress like everything in life is setbacks but i feel like from the setbacks some good moments have come i believe becoming a dad was always going to help me because before i could always have the excuse that getting mad helped me out helped me win golf tournaments but right now i'm a role model to my son i'm going to be as i am to many kids out there now i understand what i can do and i know i can perform at my best without showing my frustration so much i made that deal with myself after the third round of the pga i wasn't happy with how i ended and i could have handled it better and i vowed to myself to be a better role model for my son he won't remember any of this because he's only ten weeks old but i do hopefully in the future he can grow up to be someone who's proud of his dad i hope i can provide that example,0
jon rahm,1,2021-06,2021,215,1,0,1,take us back to saturday night at the memorial you had a six shot lead looked like you were on your way to winning again on the pga tour what have the last few weeks been like for you,this is the power of positive thinking i was never resentful for one second for what happened and i don't blame anybody it's been a difficult year and unfortunately covid is a reality in this world and it's affected a lot of people i got out of what happened the best possible hand because nobody in my family got sick i barely got any symptoms i have to mention we have lost a lot of people back home we have lost some friends this one is to a friend of mine who was a journalist who had just started getting into golf and he was basically following me around the world of golf and when he started he had no idea what golf was and he passed away a few months ago from covid it was very quick from the time he got it he went to the icu and passed away like him there's many people in this world i know what happened a couple of weeks ago some people might say it wasn't fair but it was what had to be done we still have to be aware of what's going on in this world take care of yourself and everybody around you so we can get over this as quick as possible,0
jon rahm,1,2021-06,2021,134,1,0,1,you talk about this being a special place you won your first ever pga tour event here you asked your now wife kelley to marry you here on the cliffs at torrey pines and now you've won a u s open here what does this property mean to you,i've said it once i've said it a million times and i'm going to say it once again it reminds me a lot of back home it's not exactly the same but the coastline the weather the property this is basically a good summer day where i grew up and these poa annua greens is something i know and i understand and i grew up on and i think it's something that really resonates with me i'm really confident in it like we just said everything that's happened here i don't know why but every time we come here we're just happy as soon as we land in san diego it's like we are in our spot again once again we were in our spot and i was able to come out on top,0
jon rahm,1,2021-06,2021,92,1,0,1,what was the date you got vaccinated,i don't know not early enough that's all i can say looking back on it yeah i guess i wish i would have done it earlier but thinking on scheduling purposes and having the pga and defending memorial i was just to be honest it wasn't in my mind i'm not going to lie i was trying to just get ready for a golf tournament if i had done it in a few days earlier probably we wouldn't be having these conversations right now it is what it is we move on,0
jon rahm,1,2021-06,2021,213,1,0,1,this was obviously a big deal to you but there was a real firestorm throughout the country on this people were upset for you they were upset about the rule they were upset with how it was handled were you aware of all that that was going on what a big deal this became,i mean i tried to hide as much as possible but i think nowadays it's impossible so yeah i was aware of what was going on and to all the people criticizing the pga tour they shouldn't we are in a pandemic and even though this virus has very different forms of attacking people you never know what reaction you're going to get so pga tour did what they had to do the cdc rules for a reason there's players that missed the world series last year there's other athletes that have missed events unfortunately i had a really good showing and i was pulled out of the tournament right before the final round but again the pga tour did what they had to do i've heard a lot of different theories i should have played alone i shouldn't have that's nonsense the rules are there and it's clear i'm not going to lie i was fully aware when i was in tracing protocol that that was a possibility i knew that could happen i was hoping it wouldn't i was playing like it's not going to but i support what the pga tour did it could have been handled a little bit better possibly but they did what they had to do,0
jon rahm,1,2021-06,2021,209,0,1,1,i was going to ask you that were you okay with you being told as you came right off the green,well i'm not going to lie that's the second time i get put on the spot on national tv on the same golf course on the same hole laughter for all those people wondering when i said not again that's exactly what i mean not again last year i put my heart out talking about one of my family members passing and i get told well go sign your scorecard with a penalty stroke with no warning then this past year i put arguably the best performance of my life and i get told again on live tv hey you're not playing tomorrow so it could have been handled a little bit better yeah but it still doesn't change the fact of what really happened because it was the second time i got put on the spot on the same course why i was a little bit more hurt but yeah again it's tough they don't want me to go by and start shaking all the patrons' hands and high fiving and all that so i understand that as well again it happened luckily everybody in my family and myself are okay luckily i didn't really have any symptoms and within what happened this is the best case scenario,0
jon rahm,1,2021-06,2021,116,0,1,1,the tour said at the time they were discussing your issue that a little north of percent of players on tour have been vaccinated what would you say to those other percent that have not,i mean we live in a free country so do as you please i can tell you from experience that if something happens you're going to have to live with the consequences golf wise now again the country is going at a great pace of getting vaccinated if we want to go back to having a normal life and normal tour events and try to go back to normality as early as possible people should get vaccinated i know if you're younger you run less of a risk of having big problems from covid but truthfully we don't know the long term effects of this virus so i would encourage people to actually get it done,0
jon rahm,1,2021-06,2021,96,1,0,1,and those negatives didn't come for almost hours you had to take it thursday and didn't get the result until friday,yeah well that's obviously pretty quick we're used to the pga tour having the lab and within two hours you get your test but when you're hiring other third parties luckily we found a doctor that could come to the house and i wouldn't have to drive and compromise anybody that was pretty quick once i got my first negative and i got my test done on friday i was like you'd better hurry this up i want to know tonight i still found out the next morning they can only do what they can do,0
jon rahm,1,2021-06,2021,264,0,1,1,yeah,yeah yeah just in my case i had nothing but support out here in dublin ohio so it was great i mean yeah it happens it is what it is i mean it's part of sports it's only unfortunate that sometimes fans go a little bit too far and we can't do anything about it i think the only unfortunate part but it's i think with sports and it's happening more and more is that we athletes are held to a certain standard and the fans are not for a fan to get kicked out they have to say something really bad and if we do anything towards them we get fined right away so i think there has to be a balance and it's going to keep happening in golf with the whole draftkings and betting live going on i caught a couple times yesterday where seeing one of my playing partners miss a putt and see people just exchanging cash right next to the green it just happens yeah i and you see it more and more it's part of what it is it's almost like people are in a bar doing the same thing right so it's going to happen i think as players we need to do our part to try our best to not get affected by it but i also think that the tour needs to at some point also protect the players i have no idea what happened yesterday i don't know how bad it was but i know people can say some bad stuff out there,0
jon rahm,1,2021-06,2021,437,1,1,1,you were one of the guys who were waiting on phil after he won the pga a couple weeks ago just curious what you were thinking as that was unfolding and is there anything about him now that you sort of admire for being able to pull that off given his struggles of late last year or year and a half,i love phil he's been a great mentor to me and the mickelson family is very close to me they mean a lot i'm not going to lie with how windy it was out there and towards the end all i could say is i cannot believe he's going to pull this off like i don't know if i told him this but i will tell him straight up if i would tell you like the last person i would put money on to win that week phil would be one of those it would be down there just because of how long it is how many drivers you need to hit and how windy it is now at the same time i'm going to say i played with him on monday and he had a new driver that he was hitting really well it was much more under control and after monday i could believe him putting on a good performance but he hadn't been playing great golf and but that shows you the greatness of a great champion it doesn't matter when he got himself in that position after holes it was gold good old phil he got it going at one point he had a big lead and both saturday and sunday he was able to create a lead and defend it so it's unbelievable i really admire and i think i've said it before in an interview that at the age of he's been playing on the pga tour for as long or longer than i've been alive he still has that enthusiasm and that drive to become better and beat the best and at his age simply it hadn't happened you had a couple years where like tom watson and greg norman went to the open and had a chance which i do believe the open would be the one event for somebody who is older to be able to win because you can think your way around the golf course that place with how long it was at the age of for phil to be able to do what he did it's unbelievable playing with him a lot knowing how he analyzes every shot and how he's trying to get better and the changes he made in his life to be healthier and be able to still grind like he does i mean again i hope that in plus years i still have the same enthusiasm and the same grit to become better and it's a mark of great champions and that's the reason why he's had the career he's had,0
jon rahm,1,2021-06,2021,164,1,0,1,does his ability to needle and give guys grief give him an advantage when he's playing in one of those matches like he's going to do with bryson and tom brady and those guys,it's a very filtered version of what i hear usually when i'm playing with him i'm going to tell you that it's very different he can get a lot funnier than that but obviously on public tv at prime time you can't be saying certain things in those instances no i don't think it's going to be a factor now knowing that bryson has won the one open or the one major that phil hasn't i feel like bryson could push that on him but i'm sure he'll mention the pga he'll mention the green jackets he'll mention something he'll for sure will try to get under his skin a little bit but i don't think in that match it's going to make much of a difference now when we're playing in private without cameras and without people he does get pretty funny but we all know who he is and how he is right so it's not like it really affects our play,0
jon rahm,1,2021-05,2021,218,1,1,1,what can you tell us about phil he's somebody that took you under his wing he's been a reference for you,yeah it's incredible what he's doing at years of age i don't know exactly where it is to be leading the pga after holes in what may not be the most phil like golf course you need to drive it really well out here and it's long he's doing an unbelievable job i played with him on the practice round and i could tell he was playing great and we all know what he's capable of but the fact that at his age it hasn't been done it would be unbelievable he's been very close many times to win majors and one could say that five may not be enough to how good of a career he's had and i really hope he gets his record i hope he gets his win i hope he gets to put that stamp in history that would not be beaten in a very long time his enthusiasm is what keeps him going at his age has the same enthusiasm i have at and he's been doing this a very long time i mean he's been on tour as long as i've been alive for him to keep that willingness to play and compete and practice even when he hasn't been working it's truly admirable so i hope he gets it done,0
jon rahm,1,2021-05,2021,275,1,0,1,you are one of the few golfers who were involved in the collaboration with the lpga and michelle wie and the hoodie for golf i'm curious how that came to be and how you see how important it is to have those type of cross collaborations between the pga and lpga tours,to be honest i'm not on social media all that much actually i don't have it on any of the social media platforms on my phone i was told about it right before i made the video and seemed like a no brainer to support the cause i was also told she pulled some strings and some of the nba players are wearing that hoodie as well if i believe there's something going on in many other sports as well right you see the male side supporting the females i've seen a lot of nba players wearing the jerseys from the female players from that same town i think i've seen a couple other times where i believe i forgot what it was more real madrid soccer players supported the real madrid female soccer players in some instances it's all for the growth of the game and i've said many times if i can do a little bit of what some players in the past did for the game outside of playing it would be an accomplished goal if you can just grow the game whether it's for males or females i think it's mission accomplished right and that's what we're here for we're not only just players we're ambassadors of the game and i think arnold jack tiger phil seve they all did a great job in that outside the golf course as well and some of them are still doing it i take it as a bit of a duty to be able to grow the game whether it's just for men or women obviously trying to include as many people as possible,0
jon rahm,1,2021-05,2021,193,1,0,1,yeah that's the one way to be exempt from mandatory military service is to win a medal at the olympics,well i would say if we're fighting for fourth and third place i'm open for bribing if he needs me to make a three putt on the last hole we can always talk about it i like korean food we can always talk about it that is very different right because he's going to be playing for just to be able to have a chance to be fulfilling his dream which is play golf on the pga tour it's not easy to do especially coming from a different country i feel for him that those are the two choices either win a medal or go military service because even if you end up in the nicest branch of the military it's still one or two years he can't play golf that's a big setback again i understand that's the rules and he probably knew it coming into it but he wouldn't be the first player to have to leave to go back to korea to do it right sang moon bae had to do it i feel for him yeah sang moon didn't have a chance to win an olympic medal did he,0
jon rahm,1,2021-05,2021,11,1,0,1,no they also had the asian games that was for amateurs if you had won a gold medal at the asian games you could've been exempt,i think they could include a pga tour event in that,0
jon rahm,1,2021-05,2021,18,1,0,1,no because when he was close at the masters in november they thought oh green jacket would get you out,they could include a pga tour event it's not like it's easy to win a pga tour event,0
jon rahm,1,2021-05,2021,127,1,0,1,MODERATOR,well i feel like i think it was after augusta with my son being born and me not having really taken a break in december i needed a week off so i decided not to play the week after new orleans and take that week fully off didn't touch a club for about eight days so i needed a couple weeks of prep before the pga so that's why i played last week and i'm playing this week as well now with that said as well i haven't played a couple events leading up to a major yet i've always taken a week or the two weeks after before off so try and see if i'm one of those players that needs to play the week before,0
jon rahm,1,2021-04,2021,263,0,1,1,MODERATOR,not much to what he said i'm not going to i think you might see some maybe some players that could be on that list or are on the edge over the years who maybe tried to use some of those criteria points to move or boost themselves up and into a higher position like myself i'm somebody who somewhat stays away from social media but now that knowing that social media it's a big part of one of five things that counts towards the ranking what i might try to start doing some things to maybe just boost the following a little bit to be honest i don't even know what the other points are i think social media is one of them google searchs is the other one it seems like for the most part if you play good golf things take care of themselves so social media is the one that you can kind of control right so you might see some people maybe more instagram lives or whatever it is or maybe lessons or q as or things like that so you might start seeing more involvement i'm pretty sure you'll definitely see more involvement on my part and i think it's a good thing because you don't necessarily have to be one of the top players in the world to have a chance right there's so many other ways to get around it and if you have a strong immediate presence you might be able to get there but i think obviously i think it's a great idea,0
jon rahm,1,2021-04,2021,130,1,0,1,first of all where did you go for dinner last night with coach payton,i just thought it was fun we don't get to play this format and actually count the strokes usually it's a match play in the ryder cup right that's the only time and growing up as a junior golfer in spain we have plenty of opportunities to play events like this one or play with a partner and i thought it's so unique it was the first i ever seen on the pga tour that it was fun obviously we both entered with different partners but it's something that's different it's appealing to me and it's you know you get to experience different things on the golf course you can rely on a partner you get people going double digits under par pretty easily it's just a really exciting week,0
